#separator:tab
#html:true
#deck:IELTS Topic Collocation::2025-2026 Subtopics
#columns:Front Back Topic TopicZh Type BaseChinese BaseEnglish HighlightChinese HighlightEnglish Tags CardId
<div style="font-size:20px;color:#666">科技 / Technology</div><div style="font-size:26px;font-weight:700;margin-top:8px">职场技术与电脑技能</div><div style="font-size:18px;margin-top:8px">Workplace Technology &amp; Computer Skills</div>	<div style="font-size:18px;color:#666">科技 / Technology</div><div style="font-size:24px;font-weight:700;margin-top:6px">Workplace Technology &amp; Computer Skills</div><div style="font-size:18px;margin-top:6px">职场技术与电脑技能</div><hr><ul style="font-size:18px;line-height:1.55"><li><span style="color:#7e22ce;font-weight:700">Adj</span>: essential computer skills<br><span style="color:#2563eb;font-weight:700">Verb</span>: develop computer skills</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: modern workplace technology<br><span style="color:#2563eb;font-weight:700">Verb</span>: adopt workplace technology</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: efficient automation tools<br><span style="color:#2563eb;font-weight:700">Verb</span>: use automation tools</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: practical technology training<br><span style="color:#2563eb;font-weight:700">Verb</span>: provide technology training</li></ul>	Technology	科技	subtopic	职场技术与电脑技能	Workplace Technology & Computer Skills	subtopic overview	Workplace Technology & Computer Skills	IELTS_Task2 topic_collocation notion_subtopic 2025_2026 topic::Technology subtopic::workplace-technology-and-computer-skills	notion-subtopic-Technology-01-workplace-technology-and-computer-skills
<div style="font-size:20px;color:#666">科技 / Technology</div><div style="font-size:26px;font-weight:700;margin-top:8px">通信技术与人际关系</div><div style="font-size:18px;margin-top:8px">Communication Technology &amp; Relationships</div>	<div style="font-size:18px;color:#666">科技 / Technology</div><div style="font-size:24px;font-weight:700;margin-top:6px">Communication Technology &amp; Relationships</div><div style="font-size:18px;margin-top:6px">通信技术与人际关系</div><hr><ul style="font-size:18px;line-height:1.55"><li><span style="color:#7e22ce;font-weight:700">Adj</span>: instant communication technology<br><span style="color:#2563eb;font-weight:700">Verb</span>: use communication technology</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: convenient online communication<br><span style="color:#2563eb;font-weight:700">Verb</span>: improve online communication</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: meaningful face-to-face interaction<br><span style="color:#2563eb;font-weight:700">Verb</span>: preserve face-to-face interaction</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: clear privacy boundaries<br><span style="color:#2563eb;font-weight:700">Verb</span>: set privacy boundaries</li></ul>	Technology	科技	subtopic	通信技术与人际关系	Communication Technology & Relationships	subtopic overview	Communication Technology & Relationships	IELTS_Task2 topic_collocation notion_subtopic 2025_2026 topic::Technology subtopic::communication-technology-and-relationships	notion-subtopic-Technology-02-communication-technology-and-relationships
<div style="font-size:20px;color:#666">科技 / Technology</div><div style="font-size:26px;font-weight:700;margin-top:8px">科学、食品技术与太空探索</div><div style="font-size:18px;margin-top:8px">Science, Food Technology &amp; Space Exploration</div>	<div style="font-size:18px;color:#666">科技 / Technology</div><div style="font-size:24px;font-weight:700;margin-top:6px">Science, Food Technology &amp; Space Exploration</div><div style="font-size:18px;margin-top:6px">科学、食品技术与太空探索</div><hr><ul style="font-size:18px;line-height:1.55"><li><span style="color:#7e22ce;font-weight:700">Adj</span>: rigorous scientific research<br><span style="color:#2563eb;font-weight:700">Verb</span>: conduct scientific research</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: advanced food technology<br><span style="color:#2563eb;font-weight:700">Verb</span>: develop food technology</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: ambitious space exploration<br><span style="color:#2563eb;font-weight:700">Verb</span>: fund space exploration</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: major scientific breakthroughs<br><span style="color:#2563eb;font-weight:700">Verb</span>: achieve scientific breakthroughs</li></ul>	Technology	科技	subtopic	科学、食品技术与太空探索	Science, Food Technology & Space Exploration	subtopic overview	Science, Food Technology & Space Exploration	IELTS_Task2 topic_collocation notion_subtopic 2025_2026 topic::Technology subtopic::science-food-technology-and-space-exploration	notion-subtopic-Technology-03-science-food-technology-and-space-exploration
<div style="font-size:20px;color:#666">科技 / Technology</div><div style="font-size:26px;font-weight:700;margin-top:8px">国际商业中的科技</div><div style="font-size:18px;margin-top:8px">Technology in International Business</div>	<div style="font-size:18px;color:#666">科技 / Technology</div><div style="font-size:24px;font-weight:700;margin-top:6px">Technology in International Business</div><div style="font-size:18px;margin-top:6px">国际商业中的科技</div><hr><ul style="font-size:18px;line-height:1.55"><li><span style="color:#7e22ce;font-weight:700">Adj</span>: technology-driven international business<br><span style="color:#2563eb;font-weight:700">Verb</span>: expand international business</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: cross-border e-commerce<br><span style="color:#2563eb;font-weight:700">Verb</span>: promote e-commerce</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: secure digital payment<br><span style="color:#2563eb;font-weight:700">Verb</span>: adopt digital payment</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: real-time business data<br><span style="color:#2563eb;font-weight:700">Verb</span>: analyze business data</li></ul>	Technology	科技	subtopic	国际商业中的科技	Technology in International Business	subtopic overview	Technology in International Business	IELTS_Task2 topic_collocation notion_subtopic 2025_2026 topic::Technology subtopic::technology-in-international-business	notion-subtopic-Technology-04-technology-in-international-business
<div style="font-size:20px;color:#666">科技 / Technology</div><div style="font-size:26px;font-weight:700;margin-top:8px">产品创新与消费者选择</div><div style="font-size:18px;margin-top:8px">Product Innovation &amp; Consumer Choice</div>	<div style="font-size:18px;color:#666">科技 / Technology</div><div style="font-size:24px;font-weight:700;margin-top:6px">Product Innovation &amp; Consumer Choice</div><div style="font-size:18px;margin-top:6px">产品创新与消费者选择</div><hr><ul style="font-size:18px;line-height:1.55"><li><span style="color:#7e22ce;font-weight:700">Adj</span>: continuous product innovation<br><span style="color:#2563eb;font-weight:700">Verb</span>: drive product innovation</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: wide consumer choice<br><span style="color:#2563eb;font-weight:700">Verb</span>: expand consumer choice</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: frequent new product versions<br><span style="color:#2563eb;font-weight:700">Verb</span>: release new product versions</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: basic right to repair<br><span style="color:#2563eb;font-weight:700">Verb</span>: protect the right to repair</li></ul>	Technology	科技	subtopic	产品创新与消费者选择	Product Innovation & Consumer Choice	subtopic overview	Product Innovation & Consumer Choice	IELTS_Task2 topic_collocation notion_subtopic 2025_2026 topic::Technology subtopic::product-innovation-and-consumer-choice	notion-subtopic-Technology-05-product-innovation-and-consumer-choice
<div style="font-size:20px;color:#666">教育 / Education</div><div style="font-size:26px;font-weight:700;margin-top:8px">数学、历史与商业课程</div><div style="font-size:18px;margin-top:8px">Curriculum: Math, History &amp; Business</div>	<div style="font-size:18px;color:#666">教育 / Education</div><div style="font-size:24px;font-weight:700;margin-top:6px">Curriculum: Math, History &amp; Business</div><div style="font-size:18px;margin-top:6px">数学、历史与商业课程</div><hr><ul style="font-size:18px;line-height:1.55"><li><span style="color:#7e22ce;font-weight:700">Adj</span>: foundational math education<br><span style="color:#2563eb;font-weight:700">Verb</span>: strengthen math education</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: comprehensive history curriculum<br><span style="color:#2563eb;font-weight:700">Verb</span>: revise the history curriculum</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: practical business courses<br><span style="color:#2563eb;font-weight:700">Verb</span>: offer business courses</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: limited classroom time<br><span style="color:#2563eb;font-weight:700">Verb</span>: allocate classroom time</li></ul>	Education	教育	subtopic	数学、历史与商业课程	Curriculum: Math, History & Business	subtopic overview	Curriculum: Math, History & Business	IELTS_Task2 topic_collocation notion_subtopic 2025_2026 topic::Education subtopic::curriculum-math-history-and-business	notion-subtopic-Education-01-curriculum-math-history-and-business
<div style="font-size:20px;color:#666">教育 / Education</div><div style="font-size:26px;font-weight:700;margin-top:8px">小组学习与自主学习</div><div style="font-size:18px;margin-top:8px">Learning Methods: Group Study &amp; Self-study</div>	<div style="font-size:18px;color:#666">教育 / Education</div><div style="font-size:24px;font-weight:700;margin-top:6px">Learning Methods: Group Study &amp; Self-study</div><div style="font-size:18px;margin-top:6px">小组学习与自主学习</div><hr><ul style="font-size:18px;line-height:1.55"><li><span style="color:#7e22ce;font-weight:700">Adj</span>: productive group study<br><span style="color:#2563eb;font-weight:700">Verb</span>: encourage group study</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: effective self-study<br><span style="color:#2563eb;font-weight:700">Verb</span>: promote self-study</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: constructive peer feedback<br><span style="color:#2563eb;font-weight:700">Verb</span>: give peer feedback</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: greater learner autonomy<br><span style="color:#2563eb;font-weight:700">Verb</span>: foster learner autonomy</li></ul>	Education	教育	subtopic	小组学习与自主学习	Learning Methods: Group Study & Self-study	subtopic overview	Learning Methods: Group Study & Self-study	IELTS_Task2 topic_collocation notion_subtopic 2025_2026 topic::Education subtopic::learning-methods-group-study-and-self-study	notion-subtopic-Education-02-learning-methods-group-study-and-self-study
<div style="font-size:20px;color:#666">教育 / Education</div><div style="font-size:26px;font-weight:700;margin-top:8px">评估与学生动机</div><div style="font-size:18px;margin-top:8px">Assessment &amp; Student Motivation</div>	<div style="font-size:18px;color:#666">教育 / Education</div><div style="font-size:24px;font-weight:700;margin-top:6px">Assessment &amp; Student Motivation</div><div style="font-size:18px;margin-top:6px">评估与学生动机</div><hr><ul style="font-size:18px;line-height:1.55"><li><span style="color:#7e22ce;font-weight:700">Adj</span>: strong student motivation<br><span style="color:#2563eb;font-weight:700">Verb</span>: boost student motivation</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: fair academic assessment<br><span style="color:#2563eb;font-weight:700">Verb</span>: conduct academic assessment</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: high-stakes standardized tests<br><span style="color:#2563eb;font-weight:700">Verb</span>: reform standardized tests</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: lasting intrinsic motivation<br><span style="color:#2563eb;font-weight:700">Verb</span>: cultivate intrinsic motivation</li></ul>	Education	教育	subtopic	评估与学生动机	Assessment & Student Motivation	subtopic overview	Assessment & Student Motivation	IELTS_Task2 topic_collocation notion_subtopic 2025_2026 topic::Education subtopic::assessment-and-student-motivation	notion-subtopic-Education-03-assessment-and-student-motivation
<div style="font-size:20px;color:#666">教育 / Education</div><div style="font-size:26px;font-weight:700;margin-top:8px">成人识字与教育机会</div><div style="font-size:18px;margin-top:8px">Adult Literacy &amp; Educational Access</div>	<div style="font-size:18px;color:#666">教育 / Education</div><div style="font-size:24px;font-weight:700;margin-top:6px">Adult Literacy &amp; Educational Access</div><div style="font-size:18px;margin-top:6px">成人识字与教育机会</div><hr><ul style="font-size:18px;line-height:1.55"><li><span style="color:#7e22ce;font-weight:700">Adj</span>: basic adult literacy<br><span style="color:#2563eb;font-weight:700">Verb</span>: improve adult literacy</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: equal educational access<br><span style="color:#2563eb;font-weight:700">Verb</span>: expand educational access</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: community-based literacy programs<br><span style="color:#2563eb;font-weight:700">Verb</span>: fund literacy programs</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: persistent educational inequality<br><span style="color:#2563eb;font-weight:700">Verb</span>: reduce educational inequality</li></ul>	Education	教育	subtopic	成人识字与教育机会	Adult Literacy & Educational Access	subtopic overview	Adult Literacy & Educational Access	IELTS_Task2 topic_collocation notion_subtopic 2025_2026 topic::Education subtopic::adult-literacy-and-educational-access	notion-subtopic-Education-04-adult-literacy-and-educational-access
<div style="font-size:20px;color:#666">教育 / Education</div><div style="font-size:26px;font-weight:700;margin-top:8px">就业能力：大学与工作</div><div style="font-size:18px;margin-top:8px">Employability: University vs Work</div>	<div style="font-size:18px;color:#666">教育 / Education</div><div style="font-size:24px;font-weight:700;margin-top:6px">Employability: University vs Work</div><div style="font-size:18px;margin-top:6px">就业能力：大学与工作</div><hr><ul style="font-size:18px;line-height:1.55"><li><span style="color:#7e22ce;font-weight:700">Adj</span>: strong employability<br><span style="color:#2563eb;font-weight:700">Verb</span>: enhance employability</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: academic university education<br><span style="color:#2563eb;font-weight:700">Verb</span>: pursue university education</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: relevant work experience<br><span style="color:#2563eb;font-weight:700">Verb</span>: gain work experience</li><li><span style="color:#7e22ce;font-weight:700">Adj</span>: competitive labor market<br><span style="color:#2563eb;font-weight:700">Verb</span>: enter the labor market</li></ul>	Education	教育	subtopic	就业能力：大学与工作	Employability: University vs Work	subtopic overview	Employability: University vs Work	IELTS_Task2 topic_collocation notion_subtopic 2025_2026 topic::Education subtopic::employability-university-vs-work	notion-subtopic-Education-05-employability-university-vs-work
