#separator:tab
#html:true
#deck:IELTS Topic Collocation::经济 Economy
#columns:Front Back Topic TopicZh Type BaseChinese BaseEnglish HighlightChinese HighlightEnglish Tags CardId
<div style="font-size:24px;font-weight:700">可持续的经济增长</div><div style="margin-top:8px;color:#666">经济 / Economy · adjective</div>	<div style="font-size:22px;font-weight:700">sustainable economic growth</div><div style="margin-top:10px"><b>Base</b>: 经济增长 = economic growth</div><div><b>Focus</b>: 可持续的 = sustainable</div><div><b>Type</b>: adjective</div>	Economy	经济	adjective	经济增长	economic growth	可持续的	sustainable	IELTS_Task2 topic_collocation topic::Economy type::adjective	Economy-001
<div style="font-size:24px;font-weight:700">刺激经济增长</div><div style="margin-top:8px;color:#666">经济 / Economy · verb</div>	<div style="font-size:22px;font-weight:700">stimulate economic growth</div><div style="margin-top:10px"><b>Base</b>: 经济增长 = economic growth</div><div><b>Focus</b>: 刺激 = stimulate</div><div><b>Type</b>: verb</div>	Economy	经济	verb	经济增长	economic growth	刺激	stimulate	IELTS_Task2 topic_collocation topic::Economy type::verb	Economy-002
<div style="font-size:24px;font-weight:700">飙升的通货膨胀</div><div style="margin-top:8px;color:#666">经济 / Economy · adjective</div>	<div style="font-size:22px;font-weight:700">soaring inflation</div><div style="margin-top:10px"><b>Base</b>: 通货膨胀 = inflation</div><div><b>Focus</b>: 飙升的 = soaring</div><div><b>Type</b>: adjective</div>	Economy	经济	adjective	通货膨胀	inflation	飙升的	soaring	IELTS_Task2 topic_collocation topic::Economy type::adjective	Economy-003
<div style="font-size:24px;font-weight:700">遏制通货膨胀</div><div style="margin-top:8px;color:#666">经济 / Economy · verb</div>	<div style="font-size:22px;font-weight:700">curb inflation</div><div style="margin-top:10px"><b>Base</b>: 通货膨胀 = inflation</div><div><b>Focus</b>: 遏制 = curb</div><div><b>Type</b>: verb</div>	Economy	经济	verb	通货膨胀	inflation	遏制	curb	IELTS_Task2 topic_collocation topic::Economy type::verb	Economy-004
<div style="font-size:24px;font-weight:700">年度的国内生产总值</div><div style="margin-top:8px;color:#666">经济 / Economy · adjective</div>	<div style="font-size:22px;font-weight:700">annual gross domestic product</div><div style="margin-top:10px"><b>Base</b>: 国内生产总值 = gross domestic product</div><div><b>Focus</b>: 年度的 = annual</div><div><b>Type</b>: adjective</div>	Economy	经济	adjective	国内生产总值	gross domestic product	年度的	annual	IELTS_Task2 topic_collocation topic::Economy type::adjective	Economy-005
<div style="font-size:24px;font-weight:700">提高国内生产总值</div><div style="margin-top:8px;color:#666">经济 / Economy · verb</div>	<div style="font-size:22px;font-weight:700">increase gross domestic product</div><div style="margin-top:10px"><b>Base</b>: 国内生产总值 = gross domestic product</div><div><b>Focus</b>: 提高 = increase</div><div><b>Type</b>: verb</div>	Economy	经济	verb	国内生产总值	gross domestic product	提高	increase	IELTS_Task2 topic_collocation topic::Economy type::verb	Economy-006
<div style="font-size:24px;font-weight:700">高的失业率</div><div style="margin-top:8px;color:#666">经济 / Economy · adjective</div>	<div style="font-size:22px;font-weight:700">high unemployment rate</div><div style="margin-top:10px"><b>Base</b>: 失业率 = unemployment rate</div><div><b>Focus</b>: 高的 = high</div><div><b>Type</b>: adjective</div>	Economy	经济	adjective	失业率	unemployment rate	高的	high	IELTS_Task2 topic_collocation topic::Economy type::adjective	Economy-007
<div style="font-size:24px;font-weight:700">降低失业率</div><div style="margin-top:8px;color:#666">经济 / Economy · verb</div>	<div style="font-size:22px;font-weight:700">lower the unemployment rate</div><div style="margin-top:10px"><b>Base</b>: 失业率 = unemployment rate</div><div><b>Focus</b>: 降低 = lower</div><div><b>Type</b>: verb</div>	Economy	经济	verb	失业率	unemployment rate	降低	lower	IELTS_Task2 topic_collocation topic::Economy type::verb	Economy-008
<div style="font-size:24px;font-weight:700">严重的经济危机</div><div style="margin-top:8px;color:#666">经济 / Economy · adjective</div>	<div style="font-size:22px;font-weight:700">severe economic crisis</div><div style="margin-top:10px"><b>Base</b>: 经济危机 = economic crisis</div><div><b>Focus</b>: 严重的 = severe</div><div><b>Type</b>: adjective</div>	Economy	经济	adjective	经济危机	economic crisis	严重的	severe	IELTS_Task2 topic_collocation topic::Economy type::adjective	Economy-009
<div style="font-size:24px;font-weight:700">渡过经济危机</div><div style="margin-top:8px;color:#666">经济 / Economy · verb</div>	<div style="font-size:22px;font-weight:700">weather an economic crisis</div><div style="margin-top:10px"><b>Base</b>: 经济危机 = economic crisis</div><div><b>Focus</b>: 渡过 = weather</div><div><b>Type</b>: verb</div>	Economy	经济	verb	经济危机	economic crisis	渡过	weather	IELTS_Task2 topic_collocation topic::Economy type::verb	Economy-010
